date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;CLY;NCE;J120;2027-01-05;130;normal;80;250;EUR
2026-09-07;CLY;NCE;J90;2026-12-06;133;normal;80;265;EUR
2026-09-07;CLY;NCE;J60;2026-11-06;133;normal;80;255;EUR
2026-09-07;CLY;NCE;J30;2026-10-07;159;normal;140;250;EUR
2026-09-07;CLY;NCE;J7;2026-09-14;270;élevé;145;240;EUR
