date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;AJA;LYS;J120;2027-01-05;190;;;;EUR
2026-09-07;AJA;LYS;J90;2026-12-06;163;normal;105;315;EUR
2026-09-07;AJA;LYS;J60;2026-11-06;102;bas;115;290;EUR
2026-09-07;AJA;LYS;J30;2026-10-07;126;normal;80;230;EUR
2026-09-07;AJA;LYS;J7;2026-09-14;103;bas;105;275;EUR
