date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;AJA;NCE;J120;2027-01-05;131;normal;80;245;EUR
2026-09-07;AJA;NCE;J90;2026-12-06;131;normal;80;265;EUR
2026-09-07;AJA;NCE;J60;2026-11-06;79;bas;80;245;EUR
2026-09-07;AJA;NCE;J30;2026-10-07;157;normal;130;235;EUR
2026-09-07;AJA;NCE;J7;2026-09-14;268;élevé;135;240;EUR
