date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;BIA;CDG;J120;2027-01-05;193;normal;170;455;EUR
2026-09-07;BIA;CDG;J90;2026-12-06;217;;;;EUR
2026-09-07;BIA;CDG;J60;2026-11-06;193;normal;170;385;EUR
2026-09-07;BIA;CDG;J30;2026-10-07;189;;;;EUR
2026-09-07;BIA;CDG;J7;2026-09-14;281;normal;140;320;EUR
