date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;MRS;CLY;J120;2027-01-05;75;bas;80;225;EUR
2026-09-07;MRS;CLY;J90;2026-12-06;76;normal;75;300;EUR
2026-09-07;MRS;CLY;J60;2026-11-06;198;normal;75;255;EUR
2026-09-07;MRS;CLY;J30;2026-10-07;148;normal;115;240;EUR
2026-09-07;MRS;CLY;J7;2026-09-14;259;élevé;135;240;EUR
