date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;TLS;FSC;J120;2027-01-05;163;;;;EUR
2026-09-07;TLS;FSC;J90;2026-12-06;134;bas;135;435;EUR
2026-09-07;TLS;FSC;J60;2026-11-06;134;normal;105;390;EUR
2026-09-07;TLS;FSC;J30;2026-10-07;366;élevé;100;290;EUR
2026-09-07;TLS;FSC;J7;2026-09-14;409;;;;EUR
