date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;NCE;AJA;J120;2027-01-05;123;normal;80;235;EUR
2026-09-07;NCE;AJA;J90;2026-12-06;123;normal;105;255;EUR
2026-09-07;NCE;AJA;J60;2026-11-06;78;normal;75;240;EUR
2026-09-07;NCE;AJA;J30;2026-10-07;149;normal;75;225;EUR
2026-09-07;NCE;AJA;J7;2026-09-14;260;élevé;120;225;EUR
