date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;FSC;NCE;J120;2027-01-05;128;normal;80;245;EUR
2026-09-07;FSC;NCE;J90;2026-12-06;131;normal;80;255;EUR
2026-09-07;FSC;NCE;J60;2026-11-06;144;normal;80;250;EUR
2026-09-07;FSC;NCE;J30;2026-10-07;157;normal;140;240;EUR
2026-09-07;FSC;NCE;J7;2026-09-14;268;élevé;160;265;EUR
