date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;CLY;MRS;J120;2027-01-05;133;normal;80;260;EUR
2026-09-07;CLY;MRS;J90;2026-12-06;146;normal;80;275;EUR
2026-09-07;CLY;MRS;J60;2026-11-06;133;normal;80;265;EUR
2026-09-07;CLY;MRS;J30;2026-10-07;159;normal;140;270;EUR
2026-09-07;CLY;MRS;J7;2026-09-14;270;normal;130;270;EUR
