date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;LYS;FSC;J120;2027-01-05;203;;;;EUR
2026-09-07;LYS;FSC;J90;2026-12-06;150;normal;145;375;EUR
2026-09-07;LYS;FSC;J60;2026-11-06;151;normal;115;335;EUR
2026-09-07;LYS;FSC;J30;2026-10-07;201;;;;EUR
2026-09-07;LYS;FSC;J7;2026-09-14;49;bas;65;235;EUR
