date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;FSC;LYS;J120;2027-01-05;215;normal;125;295;EUR
2026-09-07;FSC;LYS;J90;2026-12-06;163;normal;160;345;EUR
2026-09-07;FSC;LYS;J60;2026-11-06;190;;;;EUR
2026-09-07;FSC;LYS;J30;2026-10-07;215;;;;EUR
2026-09-07;FSC;LYS;J7;2026-09-14;153;normal;135;330;EUR
