date_maj;origin;dest;horizon;date_cible;lowest_price;price_level;typical_min;typical_max;devise
2026-09-07;CLY;ORY;J120;2027-01-05;118;normal;90;290;EUR
2026-09-07;CLY;ORY;J90;2026-12-06;80;;;;EUR
2026-09-07;CLY;ORY;J60;2026-11-06;118;normal;110;260;EUR
2026-09-07;CLY;ORY;J30;2026-10-07;411;élevé;150;350;EUR
2026-09-07;CLY;ORY;J7;2026-09-14;284;normal;175;310;EUR
